mine_id,country_code,mineral,star_all_threats,star_mining_threats,ecological_integrity_risk,external_id,ecoregion_name,ecoregion_category,administrative_boundary_id,administrative_boundary_name
28404,VEN,Diamonds,1.561241595,0.003310997,44057.08663,572,Llanos,E,VEN.2_1,Anzoátegui
31975,CHL,Iron Ore,14.10471731,3.102235533,39848.73815,596,Chilean Matorral,C,CHL.5_1,Atacama
49709,RUS,Coal,0.14711833,0.002933483,28633.61484,710,East Siberian taiga,A,RUS.60_1,Sakha
49930,JOR,Phosphate,0.333473299,0.000500993,34731.93841,831,North Arabian desert,E,JOR.11_1,Tafilah
26483,PRT,Copper,0.235082485,0,43801.00744,805,Southwest Iberian Mediterranean sclerophyllous and mixed forests,E,PRT.3_1,Beja
37504,CAN,Potash,0.004970601,0,33700.68622,396,Northern Shortgrass prairie,C,CAN.12_1,Saskatchewan
58250,RUS,Nickel,0.118045913,0,31936.21045,774,Kola Peninsula tundra,A,RUS.45_1,Murmansk
63939,USA,Coal,6.038599409,0.189767045,52957.23382,329,Appalachian mixed mesophytic forests,C,USA.21_1,Maryland
51989,USA,Coal,1.032453483,0.114598252,52249.18699,329,Appalachian mixed mesophytic forests,C,USA.39_1,Pennsylvania
51322,USA,Coal,3.285650808,0.318518737,54472.20541,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
51324,USA,Coal,3.456718348,0.29411387,42538.14955,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
68423,ESP,Coal,35.9564017,0,39595.20176,648,Cantabrian mixed forests,C,ESP.17_1,Principado de Asturias
68418,AUS,Coal,1.177431762,0.023435606,44529.42195,182,Brigalow tropical savanna,E,AUS.7_1,Queensland
41224,USA,Coal,2.552539501,0.090141602,45725.31976,331,Appalachian-Blue Ridge forests,C,USA.1_1,Alabama
41924,IDN,Coal,19.7335632,0.046506432,46334.32705,278,Sumatran lowland rain forests,E,IDN.30_1,Sumatera Barat
52708,USA,Gold,0.257167814,0,24600.46303,430,Great Basin shrub steppe,E,USA.29_1,Nevada
55505,USA,Coal,1.955584962,0.202717473,33244.65139,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
51326,USA,Coal,2.577216465,0.257459677,40322.88285,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
51330,USA,Coal,1.955584962,0.202717473,33244.65139,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
85566,COL,Gold,22.11428727,1.777004072,59469.80255,478,Magdalena-Urabá moist forests,C,COL.2_1,Antioquia
51705,USA,Coal,3.399848044,0.311614733,56082.86189,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
28526,UZB,Copper,0.251980526,0.000817524,55062.30404,730,Gissaro-Alai open woodlands,C,UZB.14_1,Tashkent
41333,RUS,Coal,0.015805103,0,44908.73132,735,Pontic steppe,E,RUS.58_1,Rostov
68300,UKR,Coal,0.008811451,0,48643.88722,735,Pontic steppe,E,UKR.6_1,Donets'k
36877,PER,Zinc,45.21044978,9.476967364,41303.74922,589,Central Andean wet puna,D,PER.12_1,Junín
62580,JAM,Bauxite,113.0929,12.08685054,54852.95077,535,Jamaican dry forests,C,JAM.4_1,Manchester
60009,MEX,Gold,10.44235141,0.086164824,51086.57896,547,Southern Pacific dry forests,C,MEX.20_1,Oaxaca
35680,USA,U3O8,0.615410655,6.17817E-05,63134.40302,384,Western Gulf coastal grasslands,C,USA.44_1,Texas
70299,UKR,Coal,0.354257838,0,55511.00612,661,East European forest steppe,C,UKR.11_1,Kiev City
27679,CHL,Copper,0.836982045,0.061152167,32342.25012,598,Atacama desert,A,CHL.5_1,Atacama
59072,VEN,Iron Ore,1.065837553,0.001432726,37352.36647,572,Llanos,E,VEN.6_1,Bolívar
39028,MNG,Gold,0.780225036,0.001656554,44998.69871,726,Daurian forest steppe,E,MNG.6_1,Dornod
27010,TUR,Gold,6.338382949,0,46313.51961,665,Euxine-Colchic broadleaf forests,C,TUR.63_1,Ordu
32241,AUS,Diamonds,0.255808458,0,30157.02611,214,Simpson desert,A,AUS.6_1,Northern Territory
26280,USA,Gold,1.404502846,0,58544.89851,423,California interior chaparral and woodlands,E,USA.5_1,California
31121,CHL,Gold,12.28208037,0,35574.91634,563,Valdivian temperate forests,E,CHL.14_1,Región Metropolitana de Santiago
29343,TJK,Zinc,0.404420334,4.30108E-05,65079.94396,730,Gissaro-Alai open woodlands,C,TJK.4_1,Leninabad
70506,LKA,Graphite,641.9069286,11.41746494,55046.51024,274,Sri Lanka lowland rain forests,C,LKA.10_1,Kalutara
25669,ARG,Copper,2.534710939,0.102299446,39591.35096,592,High Monte,E,ARG.2_1,Catamarca
70029,FRA,Bauxite,1.025093911,0,42741.07282,799,Northeast Spain and Southern France Mediterranean forests,B,FRA.13_1,Provence-Alpes-Côte d'Azur
79165,PRT,Lithium,2.869884567,0,57256.27183,800,Northwest Iberian montane forests,C,PRT.10_1,Guarda
39654,RUS,Coal,0.229121494,0.00123367,36236.98009,779,Russian Bering tundra,A,RUS.12_1,Chukot
28130,PHL,Copper,48.27346294,4.086784196,55648.04011,246,Mindanao montane rain forests,C,PHL.26_1,Compostela Valley
36386,CHL,Gold,0.889979178,0.057116883,44044.91804,598,Atacama desert,A,CHL.2_1,Antofagasta
31295,ZAF,Platinum,1.238902405,0.056983939,32824.70905,38,Central bushveld,C,ZAF.5_1,Limpopo
28790,UZB,Gold,0.291151634,0,40216.62145,819,Central Asian southern desert,E,UZB.9_1,Navoi
33928,UZB,Gold,0.222352104,8.04901E-05,31319.19646,819,Central Asian southern desert,E,UZB.9_1,Navoi
34438,BRA,Iron Ore,1.688092355,0.017057614,23974.63448,511,Uatumã-Trombetas moist forests,D,BRA.3_1,Amapá
66297,IND,Bauxite,4.087666115,0.053869382,57343.58819,228,East Deccan moist deciduous forests,E,IND.19_1,Madhya Pradesh
51919,CAN,Gold,0.115389491,0.002189716,30643.37861,413,Canadian Low Arctic tundra,A,CAN.8_1,Nunavut
30160,PER,Copper,5.463042054,0.290844276,51230.28739,608,Sechura desert,E,PER.4_1,Arequipa
81246,CHN,Copper,0.1097176,0.00014541,33994.37642,734,Mongolian-Manchurian grassland,E,CHN.19_1,Nei Mongol
30428,MDG,Nickel,1304.420626,7.947469484,52460.3808,17,Madagascar humid forests,E,MDG.5_1,Toamasina
51870,USA,Coal,3.201485813,0.320799782,53893.61135,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
24549,USA,Gold,0.150600824,0,34810.10006,435,Sonoran desert,E,USA.5_1,California
34568,ECU,Gold,174.443054,0.17550416,36766.43228,460,Eastern Cordillera Real montane forests,E,ECU.7_1,El Oro
36941,PER,Copper,59.82247857,14.58550518,63482.97097,589,Central Andean wet puna,D,PER.16_1,Lima
37474,BRA,Nickel,1.684573588,0.011349246,50103.58184,439,Alto Paraná Atlantic forests,E,BRA.9_1,Goiás
28850,RUS,Gold,0.650335895,0,27739.4266,779,Russian Bering tundra,A,RUS.24_1,Kamchatka
70156,IND,Coal,0.543914952,0.007395367,51039.06182,228,East Deccan moist deciduous forests,E,IND.19_1,Madhya Pradesh
70157,IND,Coal,1.248269397,0.012568899,51629.33009,228,East Deccan moist deciduous forests,E,IND.19_1,Madhya Pradesh
70075,IND,Coal,0.860991574,0.020383136,63864.38371,292,Chhota-Nagpur dry deciduous forests,C,IND.15_1,Jharkhand
59512,IND,Coal,1.703356849,0.022649403,49556.69372,292,Chhota-Nagpur dry deciduous forests,C,IND.19_1,Madhya Pradesh
41819,USA,Coal,4.704338543,0.331140952,52740.91794,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
50096,DEU,Coal,0.028335921,0,45663.17672,654,Central European mixed forests,C,DEU.13_1,Sachsen-Anhalt
35909,ARM,Gold,0.305128354,0.000100761,42577.40431,650,Caucasus mixed forests,E,ARM.11_1,Vayots Dzor
57411,RUS,Gold,0.478601525,0.002307911,28340.44223,715,Okhotsk-Manchurian taiga,A,RUS.3_1,Amur
41842,USA,Coal,2.085930336,0.215057511,41362.35144,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
41843,USA,Coal,2.171863947,0.211803135,40636.14054,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
31770,RUS,Diamonds,0.029615703,0.002992912,29569.68454,710,East Siberian taiga,A,RUS.60_1,Sakha
40521,PER,Gold,1.783753094,0.039284197,37715.98238,493,Peruvian Yungas,E,PER.8_1,Cusco
68241,PER,Gold,38.54934631,0.059475823,46146.42268,493,Peruvian Yungas,E,PER.3_1,Apurímac
69687,RUS,Coal,0.104736105,0.001395494,35857.39477,687,Western Siberian hemiboreal forests,C,RUS.27_1,Kemerovo
70253,IND,Coal,0.444023115,0.006095057,33102.96507,228,East Deccan moist deciduous forests,E,IND.26_1,Odisha
65823,MOZ,Graphite,0.673462223,0.00640902,56565.68146,28,Southern Swahili coastal forests and woodlands,C,MOZ.1_1,Cabo Delgado
67004,MOZ,Graphite,0.475415874,0.001871517,34949.51874,42,Dry miombo woodlands,C,MOZ.1_1,Cabo Delgado
28167,BOL,Zinc,4.987445131,0.505595867,37944.59258,588,Central Andean puna,D,BOL.7_1,Potosí
61238,KGZ,Gold,0.510737261,0.005784786,44894.33469,730,Gissaro-Alai open woodlands,C,KGZ.4_1,Jalal-Abad
27525,CHL,Copper,7.932162684,0,44053.09299,595,Southern Andean steppe,D,CHL.14_1,Región Metropolitana de Santiago
33102,BRA,Iron Ore,78.90420374,0.404799001,46106.28098,443,Bahia interior forests,E,BRA.13_1,Minas Gerais
60200,MDG,Chromite,2.748770006,0.211594369,63514.47851,18,Madagascar subhumid forests,E,MDG.4_1,Mahajanga
37760,AUS,Gold,0.150773641,0,23138.13351,216,Western Australian Mulga shrublands,A,AUS.11_1,Western Australia
69968,UKR,Coal,0.025678706,0,57751.43156,735,Pontic steppe,E,UKR.15_1,Luhans'k
32560,MEX,Copper,189.1825977,0.014633181,44629.36348,559,Trans-Mexican Volcanic Belt pine-oak forests,C,MEX.15_1,México
